str_id,time,mean,area_acres
field_2021,5/6/2021,0.11368399,48
field_2022,5/6/2021,0.154439356,138
06_01_tule_050m_2021,5/7/2021,0.10269637,2
06_02_tule_050m_2021,5/7/2021,0.111307922,2
26A_north_tule_050m_2022,5/7/2021,0.16414388,2
26A_mid_tule_050m_2022,5/7/2021,0.142441648,2
26A_south_tule_050m_2022,5/7/2021,0.143794659,2
06_EC_tower_050m_2021,5/7/2021,0.101184792,2
06_EC_tower_100m_2021,5/7/2021,0.100972985,8
06_EC_tower_200m_2021,5/7/2021,0.105841379,31
26A_EC_tower_050m_2022,5/7/2021,0.138573534,2
26A_EC_tower_100m_2022,5/7/2021,0.140638119,8
26A_EC_tower_200m_2022,5/7/2021,0.141888247,31
field_2021,5/7/2021,0.102721674,48
field_2022,5/7/2021,0.150059644,138
06_01_tule_050m_2021,5/8/2021,0.13906506,2
06_02_tule_050m_2021,5/8/2021,0.148870427,2
26A_north_tule_050m_2022,5/8/2021,0.272242249,2
26A_mid_tule_050m_2022,5/8/2021,0.234850382,2
26A_south_tule_050m_2022,5/8/2021,0.237480963,2
06_EC_tower_050m_2021,5/8/2021,0.13575115,2
06_EC_tower_100m_2021,5/8/2021,0.136857597,8
06_EC_tower_200m_2021,5/8/2021,0.142616096,31
26A_EC_tower_050m_2022,5/8/2021,0.228440533,2
26A_EC_tower_100m_2022,5/8/2021,0.232010728,8
26A_EC_tower_200m_2022,5/8/2021,0.234286419,31
field_2021,5/8/2021,0.136143706,48
field_2022,5/8/2021,0.247968146,138
06_01_tule_050m_2021,5/9/2021,0.117657464,2
06_02_tule_050m_2021,5/9/2021,0.125206803,2
26A_north_tule_050m_2022,5/9/2021,0.256135707,2
26A_mid_tule_050m_2022,5/9/2021,0.224893791,2
26A_south_tule_050m_2022,5/9/2021,0.229773065,2
06_EC_tower_050m_2021,5/9/2021,0.114885894,2
06_EC_tower_100m_2021,5/9/2021,0.116190486,8
06_EC_tower_200m_2021,5/9/2021,0.122471946,31
26A_EC_tower_050m_2022,5/9/2021,0.219010173,2
26A_EC_tower_100m_2022,5/9/2021,0.224936461,8
26A_EC_tower_200m_2022,5/9/2021,0.228739325,31
field_2021,5/9/2021,0.116441413,48
field_2022,5/9/2021,0.237258203,138
06_01_tule_050m_2021,5/10/2021,0.115603537,2
06_02_tule_050m_2021,5/10/2021,0.122243025,2
26A_north_tule_050m_2022,5/10/2021,0.264691997,2
26A_mid_tule_050m_2022,5/10/2021,0.236365574,2
26A_south_tule_050m_2022,5/10/2021,0.243825215,2
06_EC_tower_050m_2021,5/10/2021,0.112913906,2
06_EC_tower_100m_2021,5/10/2021,0.114579723,8
06_EC_tower_200m_2021,5/10/2021,0.122220356,31
26A_EC_tower_050m_2022,5/10/2021,0.230433217,2
26A_EC_tower_100m_2022,5/10/2021,0.239138727,8
26A_EC_tower_200m_2022,5/10/2021,0.244739457,31
field_2021,5/10/2021,0.115717226,48
field_2022,5/10/2021,0.249165869,138
06_01_tule_050m_2021,5/11/2021,0.101160759,2
06_02_tule_050m_2021,5/11/2021,0.106247299,2
26A_north_tule_050m_2022,5/11/2021,0.222284796,2
26A_mid_tule_050m_2022,5/11/2021,0.201732669,2
26A_south_tule_050m_2022,5/11/2021,0.209973035,2
06_EC_tower_050m_2021,5/11/2021,0.098838354,2
06_EC_tower_100m_2021,5/11/2021,0.100653101,8
06_EC_tower_200m_2021,5/11/2021,0.108704894,31
26A_EC_tower_050m_2022,5/11/2021,0.196871567,2
26A_EC_tower_100m_2022,5/11/2021,0.20629214,8
26A_EC_tower_200m_2022,5/11/2021,0.212361222,31
field_2021,5/11/2021,0.102476914,48
field_2022,5/11/2021,0.212500863,138
06_01_tule_050m_2021,5/12/2021,0.121833321,2
06_02_tule_050m_2021,5/12/2021,0.127031749,2
26A_north_tule_050m_2022,5/12/2021,0.209718678,2
26A_mid_tule_050m_2022,5/12/2021,0.19330101,2
26A_south_tule_050m_2022,5/12/2021,0.20289056,2
06_EC_tower_050m_2021,5/12/2021,0.119076329,2
06_EC_tower_100m_2021,5/12/2021,0.121719706,8
06_EC_tower_200m_2021,5/12/2021,0.133167964,31
26A_EC_tower_050m_2022,5/12/2021,0.188825688,2
26A_EC_tower_100m_2022,5/12/2021,0.199651768,8
26A_EC_tower_200m_2022,5/12/2021,0.206632256,31
field_2021,5/12/2021,0.12497837,48
field_2022,5/12/2021,0.203477615,138
06_01_tule_050m_2021,5/13/2021,0.111491654,2
06_02_tule_050m_2021,5/13/2021,0.115343345,2
26A_north_tule_050m_2022,5/13/2021,0.194119842,2
26A_mid_tule_050m_2022,5/13/2021,0.181603246,2
26A_south_tule_050m_2022,5/13/2021,0.192115845,2
06_EC_tower_050m_2021,5/13/2021,0.109007736,2
06_EC_tower_100m_2021,5/13/2021,0.111873617,8
06_EC_tower_200m_2021,5/13/2021,0.124059458,31
26A_EC_tower_050m_2022,5/13/2021,0.177560848,2
26A_EC_tower_100m_2022,5/13/2021,0.189328929,8
26A_EC_tower_200m_2022,5/13/2021,0.196921193,31
field_2021,5/13/2021,0.115892527,48
field_2022,5/13/2021,0.191038383,138
06_01_tule_050m_2021,5/14/2021,0.110248866,2
06_02_tule_050m_2021,5/14/2021,0.113100424,2
26A_north_tule_050m_2022,5/14/2021,0.186015387,2
26A_mid_tule_050m_2022,5/14/2021,0.176523452,2
26A_south_tule_050m_2022,5/14/2021,0.188124885,2
06_EC_tower_050m_2021,5/14/2021,0.107833918,2
06_EC_tower_100m_2021,5/14/2021,0.111140261,8
06_EC_tower_200m_2021,5/14/2021,0.124997268,31
26A_EC_tower_050m_2022,5/14/2021,0.172743235,2
26A_EC_tower_100m_2022,5/14/2021,0.185651303,8
26A_EC_tower_200m_2022,5/14/2021,0.193982523,31
field_2021,5/14/2021,0.116210458,48
field_2022,5/14/2021,0.185579115,138
06_01_tule_050m_2021,5/15/2021,0.093287176,2
06_02_tule_050m_2021,5/15/2021,0.094832169,2
26A_north_tule_050m_2022,5/15/2021,0.185712425,2
26A_mid_tule_050m_2022,5/15/2021,0.178670634,2
26A_south_tule_050m_2022,5/15/2021,0.191739746,2
06_EC_tower_050m_2021,5/15/2021,0.091281194,2
06_EC_tower_100m_2021,5/15/2021,0.094507172,8
06_EC_tower_200m_2021,5/15/2021,0.107870622,31
26A_EC_tower_050m_2022,5/15/2021,0.174987466,2
26A_EC_tower_100m_2022,5/15/2021,0.18946186,8
26A_EC_tower_200m_2022,5/15/2021,0.198806995,31
field_2021,5/15/2021,0.099791097,48
field_2022,5/15/2021,0.187725599,138
06_01_tule_050m_2021,5/16/2021,0.070346876,2
06_02_tule_050m_2021,5/16/2021,0.070808968,2
26A_north_tule_050m_2022,5/16/2021,0.171713181,2
26A_mid_tule_050m_2022,5/16/2021,0.167397003,2
26A_south_tule_050m_2022,5/16/2021,0.180821041,2
06_EC_tower_050m_2021,5/16/2021,0.068864504,2
06_EC_tower_100m_2021,5/16/2021,0.07164412,8
06_EC_tower_200m_2021,5/16/2021,0.083048427,31
26A_EC_tower_050m_2022,5/16/2021,0.164073411,2
26A_EC_tower_100m_2022,5/16/2021,0.178887654,8
26A_EC_tower_200m_2022,5/16/2021,0.188454583,31
field_2021,5/16/2021,0.076433643,48
field_2022,5/16/2021,0.175782057,138
06_01_tule_050m_2021,5/17/2021,0.067738398,2
06_02_tule_050m_2021,5/17/2021,0.067454315,2
26A_north_tule_050m_2022,5/17/2021,0.168343382,2
26A_mid_tule_050m_2022,5/17/2021,0.166069357,2
26A_south_tule_050m_2022,5/17/2021,0.17832261,2
06_EC_tower_050m_2021,5/17/2021,0.066342434,2
06_EC_tower_100m_2021,5/17/2021,0.069378784,8
06_EC_tower_200m_2021,5/17/2021,0.080429457,31
26A_EC_tower_050m_2022,5/17/2021,0.16303039,2
26A_EC_tower_100m_2022,5/17/2021,0.176466253,8
26A_EC_tower_200m_2022,5/17/2021,0.185075589,31
field_2021,5/17/2021,0.074078752,48
field_2022,5/17/2021,0.172898301,138
06_01_tule_050m_2021,5/18/2021,0.085416283,2
06_02_tule_050m_2021,5/18/2021,0.08406513,2
26A_north_tule_050m_2022,5/18/2021,0.195569442,2
26A_mid_tule_050m_2022,5/18/2021,0.195146133,2
26A_south_tule_050m_2022,5/18/2021,0.208352749,2
06_EC_tower_050m_2021,5/18/2021,0.083698834,2
06_EC_tower_100m_2021,5/18/2021,0.088017635,8
06_EC_tower_200m_2021,5/18/2021,0.102046539,31
26A_EC_tower_050m_2022,5/18/2021,0.191864329,2
26A_EC_tower_100m_2022,5/18/2021,0.206240468,8
26A_EC_tower_200m_2022,5/18/2021,0.215369675,31
field_2021,5/18/2021,0.094064079,48
field_2022,5/18/2021,0.201502386,138
06_01_tule_050m_2021,5/19/2021,0.073795794,2
06_02_tule_050m_2021,5/19/2021,0.071699026,2
26A_north_tule_050m_2022,5/19/2021,0.19230202,2
26A_mid_tule_050m_2022,5/19/2021,0.194014563,2
26A_south_tule_050m_2022,5/19/2021,0.206013773,2
06_EC_tower_050m_2021,5/19/2021,0.07235208,2
06_EC_tower_100m_2021,5/19/2021,0.076542032,8
06_EC_tower_200m_2021,5/19/2021,0.088750643,31
26A_EC_tower_050m_2022,5/19/2021,0.191026188,2
26A_EC_tower_100m_2022,5/19/2021,0.203979293,8
26A_EC_tower_200m_2022,5/19/2021,0.21211875,31
field_2021,5/19/2021,0.081878129,48
field_2022,5/19/2021,0.198751266,138
06_01_tule_050m_2021,5/20/2021,0.065806031,2
06_02_tule_050m_2021,5/20/2021,0.063035304,2
26A_north_tule_050m_2022,5/20/2021,0.228967398,2
26A_mid_tule_050m_2022,5/20/2021,0.233480701,2
26A_south_tule_050m_2022,5/20/2021,0.246620847,2
06_EC_tower_050m_2021,5/20/2021,0.064557482,2
06_EC_tower_100m_2021,5/20/2021,0.068738452,8
06_EC_tower_200m_2021,5/20/2021,0.079710825,31
26A_EC_tower_050m_2022,5/20/2021,0.230199864,2
26A_EC_tower_100m_2022,5/20/2021,0.244247881,8
26A_EC_tower_200m_2022,5/20/2021,0.252966159,31
field_2021,5/20/2021,0.073605623,48
field_2022,5/20/2021,0.237361589,138
06_01_tule_050m_2021,5/21/2021,0.061062148,2
06_02_tule_050m_2021,5/21/2021,0.057579028,2
26A_north_tule_050m_2022,5/21/2021,0.228800927,2
26A_mid_tule_050m_2022,5/21/2021,0.235725115,2
26A_south_tule_050m_2022,5/21/2021,0.247736663,2
06_EC_tower_050m_2021,5/21/2021,0.059942944,2
06_EC_tower_100m_2021,5/21/2021,0.06427268,8
06_EC_tower_200m_2021,5/21/2021,0.074540698,31
26A_EC_tower_050m_2022,5/21/2021,0.232717251,2
26A_EC_tower_100m_2022,5/21/2021,0.245413626,8
26A_EC_tower_200m_2022,5/21/2021,0.253176099,31
field_2021,5/21/2021,0.068899136,48
field_2022,5/21/2021,0.237886945,138
06_01_tule_050m_2021,5/22/2021,0.05559265,2
06_02_tule_050m_2021,5/22/2021,0.051511883,2
26A_north_tule_050m_2022,5/22/2021,0.181680806,2
26A_mid_tule_050m_2022,5/22/2021,0.18905135,2
26A_south_tule_050m_2022,5/22/2021,0.197721291,2
06_EC_tower_050m_2021,5/22/2021,0.054612927,2
06_EC_tower_100m_2021,5/22/2021,0.059003772,8
06_EC_tower_200m_2021,5/22/2021,0.06843845,31
26A_EC_tower_050m_2022,5/22/2021,0.186872794,2
26A_EC_tower_100m_2022,5/22/2021,0.195914065,8
26A_EC_tower_200m_2022,5/22/2021,0.201341529,31
field_2021,5/22/2021,0.063325676,48
field_2022,5/22/2021,0.189436905,138
06_01_tule_050m_2021,5/23/2021,0.056356987,2
06_02_tule_050m_2021,5/23/2021,0.05120561,2
26A_north_tule_050m_2022,5/23/2021,0.174902988,2
26A_mid_tule_050m_2022,5/23/2021,0.183759565,2
26A_south_tule_050m_2022,5/23/2021,0.191289785,2
06_EC_tower_050m_2021,5/23/2021,0.055407547,2
06_EC_tower_100m_2021,5/23/2021,0.060359452,8
06_EC_tower_200m_2021,5/23/2021,0.0700202,31
26A_EC_tower_050m_2022,5/23/2021,0.181859661,2
26A_EC_tower_100m_2022,5/23/2021,0.189585144,8
26A_EC_tower_200m_2022,5/23/2021,0.194117548,31
field_2021,5/23/2021,0.064863294,48
field_2022,5/23/2021,0.18287884,138
06_01_tule_050m_2021,5/24/2021,0.062457147,2
06_02_tule_050m_2021,5/24/2021,0.055505316,2
26A_north_tule_050m_2022,5/24/2021,0.20690196,2
26A_mid_tule_050m_2022,5/24/2021,0.219414639,2
26A_south_tule_050m_2022,5/24/2021,0.227378886,2
06_EC_tower_050m_2021,5/24/2021,0.06145854,2
06_EC_tower_100m_2021,5/24/2021,0.067559837,8
06_EC_tower_200m_2021,5/24/2021,0.07838432,31
26A_EC_tower_050m_2022,5/24/2021,0.217395324,2
26A_EC_tower_100m_2022,5/24/2021,0.22540303,8
26A_EC_tower_200m_2022,5/24/2021,0.229964001,31
field_2021,5/24/2021,0.072701276,48
field_2022,5/24/2021,0.216925551,138
06_01_tule_050m_2021,5/25/2021,0.059495458,2
06_02_tule_050m_2021,5/25/2021,0.055170273,2
26A_north_tule_050m_2022,5/25/2021,0.206223647,2
26A_mid_tule_050m_2022,5/25/2021,0.220678743,2
26A_south_tule_050m_2022,5/25/2021,0.227697488,2
06_EC_tower_050m_2021,5/25/2021,0.058597205,2
06_EC_tower_100m_2021,5/25/2021,0.064178579,8
06_EC_tower_200m_2021,5/25/2021,0.074274838,31
26A_EC_tower_050m_2022,5/25/2021,0.218888355,2
26A_EC_tower_100m_2022,5/25/2021,0.225767717,8
26A_EC_tower_200m_2022,5/25/2021,0.229533671,31
field_2021,5/25/2021,0.069211437,48
field_2022,5/25/2021,0.216787784,138
06_01_tule_050m_2021,5/26/2021,0.067967103,2
06_02_tule_050m_2021,5/26/2021,0.065625281,2
26A_north_tule_050m_2022,5/26/2021,0.251479423,2
26A_mid_tule_050m_2022,5/26/2021,0.271471574,2
26A_south_tule_050m_2022,5/26/2021,0.278934379,2
06_EC_tower_050m_2021,5/26/2021,0.067000922,2
06_EC_tower_100m_2021,5/26/2021,0.073116089,8
06_EC_tower_200m_2021,5/26/2021,0.084406757,31
26A_EC_tower_050m_2022,5/26/2021,0.269553346,2
26A_EC_tower_100m_2022,5/26/2021,0.276628348,8
26A_EC_tower_200m_2022,5/26/2021,0.280290654,31
field_2021,5/26/2021,0.0790186,48
field_2022,5/26/2021,0.265045541,138
06_01_tule_050m_2021,5/27/2021,0.068288685,2
06_02_tule_050m_2021,5/27/2021,0.068522718,2
26A_north_tule_050m_2022,5/27/2021,0.210864188,2
26A_mid_tule_050m_2022,5/27/2021,0.229566804,2
26A_south_tule_050m_2022,5/27/2021,0.234925396,2
06_EC_tower_050m_2021,5/27/2021,0.067377624,2
06_EC_tower_100m_2021,5/27/2021,0.073262013,8
06_EC_tower_200m_2021,5/27/2021,0.084364041,31
26A_EC_tower_050m_2022,5/27/2021,0.228175743,2
26A_EC_tower_100m_2022,5/27/2021,0.233030527,8
26A_EC_tower_200m_2022,5/27/2021,0.235338646,31
field_2021,5/27/2021,0.079344745,48
field_2022,5/27/2021,0.222799955,138
06_01_tule_050m_2021,5/28/2021,0.064477119,2
06_02_tule_050m_2021,5/28/2021,0.067117738,2
26A_north_tule_050m_2022,5/28/2021,0.200644191,2
26A_mid_tule_050m_2022,5/28/2021,0.220245488,2
26A_south_tule_050m_2022,5/28/2021,0.224507615,2
06_EC_tower_050m_2021,5/28/2021,0.063672741,2
06_EC_tower_100m_2021,5/28/2021,0.068985773,8
06_EC_tower_200m_2021,5/28/2021,0.079241727,31
26A_EC_tower_050m_2022,5/28/2021,0.219124173,2
26A_EC_tower_100m_2022,5/28/2021,0.222740638,8
26A_EC_tower_200m_2022,5/28/2021,0.224226943,31
field_2021,5/28/2021,0.074871439,48
field_2022,5/28/2021,0.212523328,138
06_01_tule_050m_2021,5/29/2021,0.063118321,2
06_02_tule_050m_2021,5/29/2021,0.068049845,2
26A_north_tule_050m_2022,5/29/2021,0.196489591,2
26A_mid_tule_050m_2022,5/29/2021,0.217414714,2
26A_south_tule_050m_2022,5/29/2021,0.220786816,2
06_EC_tower_050m_2021,5/29/2021,0.062385039,2
06_EC_tower_100m_2021,5/29/2021,0.067350524,8
06_EC_tower_200m_2021,5/29/2021,0.077170774,31
26A_EC_tower_050m_2022,5/29/2021,0.216510488,2
26A_EC_tower_100m_2022,5/29/2021,0.219090966,8
26A_EC_tower_200m_2022,5/29/2021,0.219866224,31
field_2021,5/29/2021,0.073250297,48
field_2022,5/29/2021,0.208622806,138
06_01_tule_050m_2021,5/30/2021,0.07342533,2
06_02_tule_050m_2021,5/30/2021,0.081866545,2
26A_north_tule_050m_2022,5/30/2021,0.288297783,2
26A_mid_tule_050m_2022,5/30/2021,0.321483817,2
26A_south_tule_050m_2022,5/30/2021,0.325280179,2
06_EC_tower_050m_2021,5/30/2021,0.072634707,2
06_EC_tower_100m_2021,5/30/2021,0.078139536,8
06_EC_tower_200m_2021,5/30/2021,0.089310349,31
26A_EC_tower_050m_2022,5/30/2021,0.320435488,2
26A_EC_tower_100m_2022,5/30/2021,0.322841553,8
26A_EC_tower_200m_2022,5/30/2021,0.323002184,31
field_2021,5/30/2021,0.08516193,48
field_2022,5/30/2021,0.306818209,138
06_01_tule_050m_2021,5/31/2021,0.081310555,2
06_02_tule_050m_2021,5/31/2021,0.09362541,2
26A_north_tule_050m_2022,5/31/2021,0.349642512,2
26A_mid_tule_050m_2022,5/31/2021,0.392838787,2
26A_south_tule_050m_2022,5/31/2021,0.396076047,2
06_EC_tower_050m_2021,5/31/2021,0.08050349,2
06_EC_tower_100m_2021,5/31/2021,0.086301608,8
06_EC_tower_200m_2021,5/31/2021,0.098394429,31
